product_id,product_name
108864,Wedding Ring Pretty Wake 5 mm
97943,Wedding Ring Immortal Luxury 5 mm
107900,Endless Road 10 mm
108982,Wedding Ring Magic Road 6 mm
101316,GLAMIRA Men's Ring Alterick
105140,Men's Ring Pure Way 10 mm
93344,Wedding Ring Classic Mood 4mm
96517,Men's Ring Alluring Behaviour 2 mm
98437,GLAMIRA Ring Kalandula
93346,Wedding Ring Classic Mood
93245,Wedding Ring Classic Glow 5mm
98340,GLAMIRA Ring Costanza
104599,GLAMIRA Pendant Dalenna
111008,Confident Impulse 10 mm
104171,Engagement Ring Eranthe
111095,Confident Night 10 mm
98336,Engagement Ring Lucilla
93053,Wedding Ring Classic Route 5 mm
99723,Men's Ring Universe Earth 6 mm
103301,Engagement Ring Dirinder
93271,Classic Destiny 7mm
111062,Wedding Ring Confident Luxury 10 mm
96093,Men's Ring Alluring Chapter 4 mm
91011,Engagement Ring Layla 0.5crt
93166,Wedding Ring Classic Reality 4mm
92034,GLAMIRA Earring Philberta Ø8 mm
103372,GLAMIRA Ring Marcette
111384,GLAMIRA Pendant Sibyl U
96741,Wedding Ring Alluring Start 6mm
96884,Men's Ring Dynamic Angel 8mm
92036,GLAMIRA Earring Philberta Ø10 mm
90799,Bridal Set Snazy
102724,GLAMIRA Earring Karialys Ø8 mm
105815,Women's Ring Unique Loyalty 10 mm
105811,Unique Loyalty 10 mm
101245,Men's Ring Golden Heart 4 mm
109646,GLAMIRA Pendant Estefana
93345,Wedding Ring Classic Mood 5mm
89214,Men's Ring Infinite Wishes
104619,GLAMIRA Pendant Madorra
99806,GLAMIRA Earring Alangoya
90339,GLAMIRA Bracelet Ellen
96881,Men's Ring Dynamic Angel 6mm
85145,Women's Ring Brilliant Couple
92801,Women's Ring Classic Fortune 2mm
100030,GLAMIRA Pendant Diedre
111401,GLAMIRA Pendant Sibyl Y
98326,Engagement Ring Enrica
107982,Wedding Ring Alluring Night 6 mm
86206,Women's Ring Heavenly Satin
108350,Wedding Ring Exotic Shine 6 mm
86162,Men's Ring Heavenly Beauty
109900,GLAMIRA Pendant Irmina
93569,Men's Ring Classic Progress 7mm
101895,GLAMIRA Ring Mirlande
89181,Men's Ring Infinite Surface
86205,Men's Ring Heavenly Satin
101171,Women's Ring Golden Heart 2 mm
95217,Engagement Ring Céline 2.0 crt
105415,Men's Ring Romantic Touch 6 mm
92535,GLAMIRA Necklace Rina
99675,Women's Ring Universe Earth 6 mm
88658,Wedding Ring Mystic Secret Basic
111363,GLAMIRA Pendant Sibyl P
95469,Wedding Ring White Pearl 5mm
90460,Men's Ring Celtic Passage
101311,GLAMIRA Men's Ring Algirdas
109902,GLAMIRA Pendant Lara
85906,Wedding Ring Shining Silk
107667,Brilliant Love 8 mm
102811,GLAMIRA Necklace Letriana Ø6 mm
98932,Men's Ring Bright Fairy 8 mm
93021,Wedding Ring Classic Song 4mm
92905,Women's Ring Classic Rhyme 2 mm
90966,Engagement Ring Ellie 0.07 crt
103131,Engagement Ring Egidiana
92250,Engagement Ring Morisa 0.25 crt
95456,Men's Ring Pretty Shine 6mm
90781,Bridal Set Flamboyant
101745,GLAMIRA Men's Ring Vondriel
90783,GLAMIRA Bridal Set Flamboyant Ring A
110058,GLAMIRA Men's Ring Clebson
98668,Pure Sense 8 mm
84898,Engagement Ring Camille
85709,Women's Ring Golden Symbol
102006,GLAMIRA Ring Marjatta
92388,Engagement Ring Wesle 0.16 crt
98458,GLAMIRA Ring Noccalula
98135,Women's Ring White Lily 4 mm
110469,GLAMIRA Men's Pendant Theuderic
96550,Women's Ring Bright Nature 4 mm
102548,Chain Figaro 60 micron
98533,GLAMIRA Nose Pin Aisling
88895,Women's Ring Exotic Wind
96230,Women's Ring Alluring Scense 6 mm
92855,Wedding Ring Classic Balance
104604,GLAMIRA Pendant Darolyn
103046,GLAMIRA Anklet Adnilys
96493,Engagement Ring Bibury
98793,Men's Ring Pure Always 3 mm
96829,Men's Ring Amazing Fusion 6mm
96831,Wedding Ring Amazing Fusion 6mm
90412,GLAMIRA Earring Pomana
106735,Wedding Ring Happiness Shape 6 mm
101108,Sensual Flower 3 mm
97061,Wedding Ring Sensual Eye 6mm
110981,Wedding Ring Confident Gift 8 mm
101090,Fever Line 10 mm
102857,GLAMIRA Ring Ledaira Ø6 mm
92464,GLAMIRA Pendant Elaine
98419,GLAMIRA Ring Burney
100345,Wedding Ring Wondrous Susan 6 mm
103829,Signty Natura 10 mm
98168,GLAMIRA Earring Hallie
87976,Men's Ring Infinite Love
87972,Men's Ring Infinite Bubble
98341,Engagement Ring Erminia
90243,GLAMIRA Earring Tiana
109434,Engagement Ring Jinella
93041,Women's Ring Classic Song 3mm
105420,Wedding Ring Romantic Trust 6 mm
98187,Women's Ring Unique Minded 5 mm
98374,GLAMIRA Bracelet Celestina
91781,GLAMIRA Ring Shell
102283,GLAMIRA Earring Abrielles
103384,Engagement Ring Allecra 1.0 crt
99681,Women's Ring Dazzling Air
105468,Wedding Ring Infinity Line 6 mm
103855,GLAMIRA Ring Lenneris
105232,Men's Ring Mixed Feelings 10 mm
104606,GLAMIRA Pendant Delyssa
102686,GLAMIRA Earring Lalisha Ø8 mm
95833,Wedding Ring Charming Fate 5mm
105425,Women's Ring Romantic Trust 6 mm
90929,Engagement Ring Bridal Passion 0.1 crt
100485,Women's Ring Exotic Night 8 mm
100856,GLAMIRA Kids Pendant Pepita
105900,Universe Adore 8 mm
109431,GLAMIRA Ring Jensina
102046,Engagement Ring Lezina
92241,Engagement Ring Anita 0.16 crt
109355,Men's Ring Essential Truth 8 mm
106436,Men's Ring Precious Joy 5 mm
87183,Men's Ring Pure Dandy
96353,Men's Ring Noble Rose 10 mm
102710,GLAMIRA Earring Zelotes
102712,GLAMIRA Earring Leliany
101144,Women's Ring Charming Miracle 6 mm
102855,GLAMIRA Ring Laketria Ø6 mm
97321,Men's Ring Mystic Secret 10 mm
109125,Women's Ring Mystic shape 7 mm
98869,Women's Ring Charming Filirt 4 mm
102482,GLAMIRA Bracelet Talu
92990,Women's Ring Classic Legend 9mm
97226,Women's Ring Ornate Hard 10 mm
103838,GLAMIRA Ring Hilda
93475,Men's Ring Classic Legend 9mm
101308,GLAMIRA Anklet Davanta
110392,GLAMIRA Men's Pendant Brandon
93518,Men's Ring Classic Inspiration 5mm
111106,Wedding Ring Confident Shine 5 mm
100987,GLAMIRA Bracelet Basha
95372,Men's Ring Immortal Light 8mm
109322,Men's Ring Magic Rose 8 mm
89158,Women's Ring Infinite Hands
98847,Wedding Ring Alluring Surprise 4 mm
101001,GLAMIRA Bracelet Canisa
97469,GLAMIRA Bracelet Plana
95980,Alluring House 10 mm
100051,GLAMIRA Necklace Zerelda
105643,Men's Ring Ornate Love 6 mm
110095,GLAMIRA Bracelet Britni
103626,GLAMIRA Ring Gabrille
101840,Herenring Silver Cover
87094,Men's Ring Pure Serenity 
101838,Couples Promise Ring Silver Cover
105950,White Crown 10 mm
93432,Men's Ring Classic Route
96647,Engagement Ring Larina
102031,Engagement Ring Johnika
88898,Men's Ring Great Rain
108208,Men's Ring Exotic Tile 4 mm
93532,Men's Ring Classic Style 8 mm
96924,Wedding Ring Dynamic Trust
97640,GLAMIRA Pendant Moros
105677,Splendid Passion 8 mm
108259,Men's Ring Elegant Dream 6 mm
84833,Engagement Ring Kelly
108788,Wedding Ring Magic Truth 6 mm
102443,GLAMIRA Bracelet Dilbash
106732,Wedding Ring Happiness Shape 5 mm
108258,Men's Ring Elegant Dream 5 mm
104014,GLAMIRA Men's Ring Aladino
99580,GLAMIRA Men's Earring Sedudo
105610,Men's Ring Splendid Feeling 4 mm
96200,Men's Ring Alluring Atmosphere 6 mm
100897,GLAMIRA Cufflink Ajulius
98048,Wedding Ring Bright Glory 5 mm
95692,Men's Ring Immortal Heart 5mm
99691,Men's Ring Exotic Roller 8 mm
87347,Women's Ring Embrace Faith
95204,Engagement Ring Amaya 3.0 crt
96203,Men's Ring Alluring Atmosphere 8 mm
89439,GLAMIRA Ring Barbara
94903,Women's Ring Brilliant Vision 5mm
101935,GLAMIRA Ring Fredonia
108260,Men's Ring Elegant Dream 8 mm
109461,GLAMIRA Pendant Burnestine
101710,GLAMIRA Kids Earring Carmelita
99966,GLAMIRA Cufflink Randolph
93009,Classic Legend 9mm
106362,Women's Ring Secret Garden 8 mm
106194,Women's Ring Wavy Beauty 5 mm
110030,GLAMIRA Ring Toinetta
98789,Men's Ring Pure Embrace 5 mm
96717,Women's Ring Alluring Meeting 6mm
110764,GLAMIRA Bracelet Kiowa 16 cm
99000,Wedding Ring Alluring Truth 5 mm
109293,Men's Ring Pretty Wake 8 mm
96869,GLAMIRA Necklace Sonrisa
98028,Men's Ring Bright Feather 10 mm
105780,Wedding Ring Strong Strip 5 mm
96623,GLAMIRA Ring Darci
103267,GLAMIRA Ring Tishal
97946,Wedding Ring Immortal Luxury 6 mm
98365,Engagement Ring Gennarina
99309,Wedding Ring Sense Glance 6 mm
109669,GLAMIRA Ring Eiluned
103494,Engagement Ring Monekia
89415,Engagement Ring Sylvia
102455,GLAMIRA Bracelet Lounas
91317,Wedding Ring Ornate Passion Basic
98407,GLAMIRA Bracelet Vignetta
108256,Men's Ring Elegant Dream 3 mm
95643,GLAMIRA Pendant Herradura
97083,Wedding Ring White Felicity
93422,Men's Ring Classic Thought 5 mm
90441,Wedding Ring Celtic Connection
108581,GLAMIRA Pendant Marfery
103116,Engagement Ring Antoinet
96183,Men's Ring Tempting Fantasy 5 mm
103923,GLAMIRA Pendant Ahkaila
100410,Women's Ring Adore Belief 10 mm
106432,Women's Ring Unique Start 6 mm
100408,Adore Belief 10 mm
99741,GLAMIRA Cufflink Drefan
101722,GLAMIRA Men's Ring Amarrion
104766,Women's Ring Sense Tear 6 mm
95543,Engagement Ring Peyan
92174,Engagement Ring Bonita
92647,Classic Unity 8mm
92245,Engagement Ring Floret
87277,Women's Ring Great Smooth
111023,Men's Ring Confident Inspiration 8 mm
95563,Engagement Ring Carlota
111022,Men's Ring Confident Inspiration 10 mm
92057,GLAMIRA Earring Riva
104367,GLAMIRA Pendant Donevin
92639,Men's Ring Classic Unity 8mm
108751,Engagement Ring Marciane
111036,Men's Ring Confident Light 6 mm
90915,Engagement Ring Bridal Love 0.5 crt
111037,Men's Ring Confident Light 8 mm
105839,Women's Ring Unique Paradise 4 mm
100017,GLAMIRA Ring Rudolfia
88286,Men's Ring Alluring Sea
108578,GLAMIRA Pendant Lucija
102091,GLAMIRA Kids Bracelet Rachelis
90227,GLAMIRA Ring Z
105014,Golden Aura 10 mm
102521,Engagement Ring Jolecia
105410,Women's Ring Romantic Touch 6 mm
102894,GLAMIRA Ring Lendora Ø8 mm
99466,Men's Ring Infinite Lanscapes 6 mm
103039,GLAMIRA Anklet Yakaline
103041,GLAMIRA Anklet Yasiris
91716,Wedding Ring Striped Beauty
110358,GLAMIRA Natural Pendant Z
108589,GLAMIRA Pendant Mya
96354,Women's Ring Noble Rose 10 mm
103861,GLAMIRA Ring Mokenna
97160,Wedding Ring Ornate Passion 8 mm
101384,GLAMIRA Knuckle Ring Andrena
98889,Women's Ring Bright Morning 10 mm
101697,GLAMIRA Kids Earring Cyliss
93492,Men's Ring Classic Song
101444,GLAMIRA Knuckle Ring Aretina
96144,Men's Ring Alluring Chapter 5 mm
99141,Women's Ring Embrace Certain 6 mm
102496,Engagement Ring Yonika
107608,Men's Ring Bright Pattern 6 mm
93465,Men's Ring Classic Day 4 mm
93436,Men's Ring Classic Rule 2 mm
92349,Engagement Ring Mackenzie 0.8 crt
103643,GLAMIRA Ring Gavraila
97171,Men's Ring Ornate Life 6 mm
103244,GLAMIRA Ring Izarra
90364,GLAMIRA Bracelet Liza
102668,GLAMIRA Earring Lienke Ø8 mm
94894,Brilliant Set 8mm
103812,Men's Ring Sharp Elegance 8 mm
95397,Men's Ring Private Ring 10mm
95387,Men's Ring Private Ring 8mm
101675,GLAMIRA Kids Earring Bashful
102918,GLAMIRA Earring Miasara
111186,Men's Ring Confident Butterfly 8 mm
110590,GLAMIRA Necklace Ayana
97168,Men's Ring Ornate Life 5 mm
92761,Wedding Ring Classic Expression
96185,Men's Ring Alluring Atmosphere 3 mm
86186,Men's Ring Heavenly Glitz
95751,Men's Ring Immortal Energy 8mm
101060,Wedding Ring Brilliant Dream 6 mm
100481,Men's Ring Exotic Night 6 mm
101516,GLAMIRA Earring Marsalia 18 mm
102500,Engagement Ring Vontressa
96956,Men's Ring Exotic Milkway 8mm
95916,Men's Ring Bright Flash 6mm
108785,Magic Truth 10 mm
90446,Women's Ring Celtic Craft
92442,GLAMIRA Earring Paolina
101066,Wedding Ring Charming Line 5 mm
94922,Charming Note 8mm
102444,GLAMIRA Bracelet Dilefruz
102047,Engagement Ring Luminita
96186,Women's Ring Alluring Atmosphere 3 mm
103480,Engagement Ring Kolibri
95883,Men's Ring Bright Luck 5mm
102120,GLAMIRA Kids Bracelet Quinta
110671,GLAMIRA Bracelet Elisa 20 cm
109677,GLAMIRA Pendant Peonia
90492,Wedding Ring Immortal Energy Basic
97143,Men's Ring Ornate Sleek 8 mm
101228,Men's Ring Fever Life 6 mm
87211,Women's Ring Pure Clever
103201,Engagement Ring Tesora
99628,Universe Earth 8 mm
92013,GLAMIRA Earring Nella Ø4 mm
105256,Wedding Ring Essential Line 8 mm
92189,Engagement Ring Fidelia
104081,GLAMIRA Earring Cholena
87340,Men's Ring Embrace Journey
91971,GLAMIRA Earring Livia Ø10 mm
110723,GLAMIRA Bracelet Briallan 16 cm
88439,Men's Ring Gorgeous Shore
100062,GLAMIRA Earring Alisa
92235,Engagement Ring Viviette 0.8 crt
110908,Men's Ring Confident Couple 10 mm
110912,Women's Ring Confident Couple 10 mm
96105,Wedding Ring Alluring Breath 5 mm
96837,Men's Ring Amazing Fusion 10mm
92024,GLAMIRA Pendant Ruperta Ø8 mm
102546,Chain Figaro 40 micron
110904,Confident Couple 10 mm
97407,GLAMIRA Pendant Helaine
92782,Classic Expression 9 mm
103652,GLAMIRA Ring Gianina
102089,GLAMIRA Kids Bracelet Presila
93308,Women's Ring Classic Meaning 2mm
88771,Women's Ring Exotic Touch
85084,Men's Ring Charming Diamond
109304,Men's Ring Essential Reality 8 mm
91710,Wedding Ring Pure Vague
110003,GLAMIRA Ring Amirella
97269,Wedding Ring Ornate Beauty 6 mm
95467,Pretty Soul 10mm
98535,GLAMIRA Nose Pin Chaste
95394,Women's Ring Private Ring 8mm
108137,Women's Ring Triple Effect 5 mm
98294,GLAMIRA Pendant Giusseppina
90890,Engagement Ring Bridal Glory 0.05crt
91923,GLAMIRA Pendant Jamais Ø8 mm
106729,Gracious Night 10 mm
109843,GLAMIRA Earring Agler
110375,GLAMIRA Horoscope Pendant Leo
102033,Engagement Ring Jolaina
87937,Men's Ring Universe Mercury
102838,GLAMIRA Ring Kanshika Ø6 mm
91952,GLAMIRA Pendant Loyal Ø8 mm
92923,Wedding Ring Classic Shade 4 mm
84793,GLAMIRA Diamond Ring Lia
91960,GLAMIRA Pendant Luigina
101947,GLAMIRA Ring Prudencia
111063,Men's Ring Confident Luxury 10 mm
91164,GLAMIRA Pendant Yoselin
102451,GLAMIRA Bracelet Houri
105383,Women's Ring Pure Charm 6 mm
97146,Men's Ring Ornate Sleek 10 mm
105997,Wedding Ring Splendid Joy 5 mm
91025,Engagement Ring Henrietta 0.5crt
110012,Engagement Ring Cassine
105891,Women's Ring Unique World 6 mm
98241,Men's Ring Unique Joy 8 mm
100947,GLAMIRA Bracelet Romanale
100944,GLAMIRA Bracelet Kabwelume
92066,GLAMIRA Pendant Trecia Ø10 mm
98343,Engagement Ring Eusebia
102051,Engagement Ring Mackella
101203,Men's Ring Authentic Tile 10 mm
108889,Wedding Ring Essential Quenn 5 mm
109904,GLAMIRA Pendant Lucentezza
95756,Men's Ring Heavenly Tender
109481,GLAMIRA Necklace Glenette
110728,GLAMIRA Bracelet Calanthia 16 cm
100948,GLAMIRA Bracelet Kirsty
107983,Alluring Night 8 mm
96473,GLAMIRA Ring Fleur
96201,Women's Ring Alluring Atmosphere 6 mm
105901,Universe Adore 10 mm
92644,Wedding Ring Classic Unity 5mm
99811,GLAMIRA Earring Anstey
85132,Women's Ring Brilliant Sunset
95762,Men's Ring Heavenly Tender 6mm
88575,Wedding Ring Alluring Atmosphere
88583,Women's Ring Alluring Atmosphere
98830,Bright Gleam 8 mm
93104,Classic Touch 2 mm
102449,GLAMIRA Bracelet Gordia
97841,Engagement Ring Panaye
97159,Women's Ring Ornate Passion 6 mm
89446,GLAMIRA Ring Karen
100010,GLAMIRA Ring Soria
92767,Classic Step 8mm
110021,GLAMIRA Ring Osagia
97381,GLAMIRA Necklace Meryse
91163,GLAMIRA Pendant Taffia
93482,Men's Ring Classic Destiny 7mm
104592,GLAMIRA Pendant Annoria
99360,Women's Ring Infinite Fresh 5 mm
98463,GLAMIRA Ring Ruacana
92673,Classic Gaze 2mm
106431,Women's Ring Precious Joy 8 mm
97800,GLAMIRA Heart Pendant Zephyros
102987,GLAMIRA Nose Pin Mariska
92766,Classic Step 7mm
92798,Men's Ring Classic Step 7mm
105548,Women's Ring Shimmering Road 5 mm
96192,Women's Ring Alluring Atmosphere 4 mm
102703,GLAMIRA Earring Kanethia Ø6 mm
90447,Wedding Ring Celtic Harmony
109697,Engagement Ring Elia
100618,GLAMIRA Kids Earring Cholados
85826,Glamira Kids Bracelet Gold GK10112
103515,GLAMIRA Ring Alacinda
104712,Unique Life 8 mm
109714,GLAMIRA Earring Andreja
109673,GLAMIRA Ring Eira
95681,Immortal Secret 10mm
85708,Men's Ring Golden Symbol
93423,Men's Ring Classic Thought
106054,Men's Ring Pure Touch 6 mm
90862,Engagement Ring Amanda 0.1crt
96052,Women's Ring Alluring Spring 5 mm
100931,GLAMIRA Bracelet Faythe
92333,Engagement Ring Jilessa 0.16 crt
99622,Wedding Ring Noble Union 8 mm
92996,Wedding Ring Classic Legend 4mm
104281,GLAMIRA Earring Janebelle
98056,Women's Ring Bright Glory 6 mm
103266,GLAMIRA Ring Tieshia
91072,Engagement Ring Arella 0.25 crt
108721,GLAMIRA Ring Janelba
99847,GLAMIRA Earring Premila
103656,GLAMIRA Ring Glena
108736,GLAMIRA Ring Edolie
109840,GLAMIRA Necklace Tonje
110799,GLAMIRA Pendant Rosia
110120,GLAMIRA Bracelet Lilly
107587,Men's Ring Attractive Light 5 mm
96013,Women's Ring Brilliant Note 5mm
101547,GLAMIRA Earring Mounira 12 mm
96209,Women's Ring White Fay 3 mm
94242,Men's Ring Classic 3mm
99862,GLAMIRA Earring Yalaza
91362,Men's Ring Ceramic Star
97140,Men's Ring Alluring Path 10mm
104241,GLAMIRA Earring Asthore
93458,Men's Ring Classic Legend 4mm
91832,GLAMIRA Ring Jeremia
107875,Exotic Serenity 10 mm
90947,Engagement Ring Penelope 0.5 crt
106127,Elegance Life 10 mm
97135,Women's Ring Alluring Path 8mm
97693,GLAMIRA Hoop Necklace Phobos
96234,Men's Ring Amazing Couple 6 mm
95436,Men's Ring Alluring Vision
104426,GLAMIRA Pendant Fermenis
101480,GLAMIRA Knuckle Ring Statis
106044,Wedding Ring Pure Touch 6 mm
110621,GLAMIRA Pendant Kary
101549,GLAMIRA Earring Mounira 25 mm
104389,GLAMIRA Men's Earring Franco
88466,Women's Ring Gorgeous Look
85176,Men's Ring Smart Ornament
98160,Men's Ring Unique Promise 5 mm
95355,Men's Ring Immortal Way
100331,Men's Ring Wondrous Barbara 8 mm
101423,GLAMIRA Knuckle Ring Pelagia
104544,GLAMIRA Pendant Anut
105696,Splendid Spring 8 mm
92181,Engagement Ring Bonita 0.25 crt
91338,GLAMIRA Set Thames
100038,GLAMIRA Pendant Idelia
105858,Men's Ring Unique Road 10 mm
95356,Wedding Ring Immortal Way
104789,Men's Ring Sense Beauty 10 mm
110314,Empire engagement ring
101825,Eternal Sparkline Men's Rings
84882,GLAMIRA Ring Lily
92985,Women's Ring Classic Legend 4mm
107845,Glamour Star 8 mm
101180,Women's Ring Sensual Flower 3 mm
101557,GLAMIRA Earring Mehera 25 mm
91835,GLAMIRA Ring Jolisa Ø4 mm
101110,Wedding Ring Sensual Flower 5 mm
100391,Men's Ring Adore Alegria 6 mm
101553,GLAMIRA Earring Mishel 25 mm
90605,Men's Ring Pretty Star
103668,GLAMIRA Ring Gallya
84847,GLAMIRA Ring Cara
88181,Wedding Ring Alluring Purpose
102001,GLAMIRA Ring Lorimar
99934,GLAMIRA Pendant Marika
109614,GLAMIRA Necklace Atanosio
104219,GLAMIRA Pendant Chiara
93483,Men's Ring Classic Trend 4 mm
103784,Wedding Ring Heavenly Style 5 mm
87925,Wedding Ring Universe Lyra
109364,Men's Ring Essential Luck 5 mm
102674,GLAMIRA Earring Lettoria Ø8 mm
101204,Men's Ring Brilliant Dream 6 mm
103951,GLAMIRA Pendant Natheldis
108317,Men's Ring Amazing Image 6 mm
99697,Men's Ring Golden Life 7 mm
109852,GLAMIRA Earring Gretchen
104816,Holy Love 8 mm
106912,Golden Love 8 mm
103234,GLAMIRA Ring Cheslie
102702,GLAMIRA Earring Kanupriya Ø8 mm
90884,Engagement Ring Bridal Element 0.1 crt
107048,Men's Ring Glorious Moment 8 mm
111043,Wedding Ring Confident Logic 8 mm
99609,Golden Soul 10 mm
107312,Authentic Line 8 mm
80302,Wedding Ring Smart Glaze
97754,GLAMIRA Ice Cream Pendant Sashell
104070,GLAMIRA Earring Carmesha
91885,GLAMIRA Pendant Delmare
97357,Wedding Ring Mystic Rain 8 mm
105888,Unique World 8 mm
100381,Wondrous Valley 8 mm
98558,Wedding Ring Bright Maze 6 mm
101239,Men's Ring Forever Love 5 mm
92490,GLAMIRA Pendant Griselda
97831,Engagement Ring Fraude
99130,Women's Ring Embrace Belief 5 mm
105430,Men's Ring Romantic Trust 6 mm
101241,Men's Ring Forever Love 8 mm
101221,Men's Ring Fever Dream 5 mm
107183,Men's Ring Bright Beauty 8 mm
107950,Wedding Ring Charming Dream 6 mm
105881,Men's Ring Unique Way 4 mm
97959,Men's Ring Pretty Life 6 mm
103395,Engagement Ring Calmar 1.6 crt
98940,Men's Ring Bright Morning 6 mm
103858,GLAMIRA Ring Mirshika
97876,GLAMIRA Ring Aubina
84862,Engagement Ring Amy
93535,Men's Ring Classic Power
101349,GLAMIRA Men's Ring Amicus
103072,GLAMIRA Ring Elithia
89554,GLAMIRA Kids Bracelet Penny
85835,Glamira Kids Bracelet Gold GK10121
101350,GLAMIRA Men's Ring Aramis
104516,GLAMIRA Pendant Loella
106487,Women's Ring Mystic Bond 6 mm
97723,GLAMIRA Hoop Pendant Pothos
102799,GLAMIRA Pendant Lecorria Ø6 mm
100149,GLAMIRA Kids Ring Tiane
99978,Engagement Ring Cosenza
100167,GLAMIRA Kids Ring Mondraka
97911,GLAMIRA Pendant Rodos
91363,Women's Ring Ceramic Star
91942,GLAMIRA Earring Carine Ø10 mm
92839,Men's Ring Classic Tour
103926,GLAMIRA Pendant Hubertis
91946,GLAMIRA Earring Cateline Ø10 mm
101247,Men's Ring Golden Heart 6 mm
92240,GLAMIRA Ring Anita 0.8 crt
103852,GLAMIRA Ring Kamlyn
101288,GLAMIRA Anklet Diandra
96719,Men's Ring Alluring Meeting 6mm
96715,Men's Ring Alluring Meeting 5mm
96865,GLAMIRA Pendant Ronda
96980,Men's Ring Fever Debut 6mm
85801,GLAMIRA Earring Linda
110425,GLAMIRA Men's Pendant Kenneth
109608,GLAMIRA Pendant Aldene
101004,GLAMIRA Bracelet Celaya
109682,GLAMIRA Pendant Quinn
97136,Men's Ring Alluring Path 8mm
84805,GLAMIRA Ring Lorelei
108961,Gorgeous Touch 10 mm
92489,GLAMIRA Pendant Gisela
101529,GLAMIRA Earring Sherika 25 mm
110190,GLAMIRA Men's Bracelet Arlyne
110492,GLAMIRA Pendant Crisantemo
90782,GLAMIRA Bridal Set Flamboyant Ring B
103532,GLAMIRA Ring Nerina
102847,GLAMIRA Ring Kaylanis Ø8 mm
88108,Wedding Ring Fever Magnificence
99104,Heavenly Desire 10 mm
96909,Dynamic Structure 8mm
104623,GLAMIRA Pendant Marisha
101714,GLAMIRA Kids Earring Bumika
92764,Women's Ring Classic Expression
101901,GLAMIRA Ring Mistina
85828,Glamira Kids Bracelet Gold GK10114
110346,GLAMIRA Natural Pendant N
109884,GLAMIRA Pendant Asta
88688,Wedding Ring Glorious Bridge
105487,Marvelous Soul 10 mm
96219,Women's Ring Alluring Chapter 6 mm
110263,GLAMIRA Bracelet Jonathan
101836,Silver Wish Women's Ring
99861,GLAMIRA Earring Uraza
95531,Engagement Ring Margarita
91070,Engagement Ring Anissa 0.25 crt
85769,Men's Ring Unique Glory 
98545,GLAMIRA Nose Pin Romayne
99799,GLAMIRA Bracelet Samenta
99292,Infinite Wake 8 mm
84788,GLAMIRA Ring Kaya
111173,Wedding Ring Confident Blaze 6 mm
111172,Women's Ring Confident Blaze 6 mm
108323,Men's Ring Alluring Night 5 mm
92248,Engagement Ring Morisa 1.0 crt
109862,GLAMIRA Earring Mabella
91792,GLAMIRA Ring Trinity Ø4 mm
90669,Women's Ring Gracious Sun
101593,GLAMIRA Kids Earring Delaini
91944,GLAMIRA Earring Cateline Ø6 mm
103834,GLAMIRA Ring Evangelina
89233,Men's Ring Infinite Road
92255,Engagement Ring Rosanna
85825,Glamira Kids Bracelet Gold GK10110
106460,Men's Ring Attractive Theme 10 mm
85924,Wedding Ring Noble Spark
100000,Engagement Ring Lucetta
102615,Chain Square Rolo Forse 40 micron
101756,Eternal Heaven Men's Ring
111107,Wedding Ring Confident Shine 6 mm
91844,GLAMIRA Ring Levenia
104625,GLAMIRA Pendant Polina
88349,Wedding Ring Alluring Peace
101183,Women's Ring Sensual Flower 6 mm
101256,Men's Ring Sensual Flower 8 mm
101255,Men's Ring Sensual Flower 6 mm
101184,Women's Ring Sensual Flower 8 mm
110784,GLAMIRA Necklace Chelsey
110484,GLAMIRA Ring Brando
88015,Men's Ring Fever Harmony
101252,Men's Ring Sensual Flower 3 mm
99344,Women's Ring Infinite Beauty 4 mm
110473,GLAMIRA Men's Pendant Vargas
99614,Wedding Ring Spectacular Harmony 5 mm
106568,Men's Ring Charming Touch 8 mm
105279,Golden Choice 10 mm
106597,Elegant Expression 7 mm
98128,GLAMIRA Earring Camryn
92199,Engagement Ring Genifer
88391,Wedding Ring Alluring Island
96277,Wedding Ring White Seduction 6 mm
96490,Engagement Ring Allecra
91717,Men's Ring Striped Beauty
111261,Men's Ring Confident Image 10 mm
103316,Engagement Ring Vivyan
106567,Charming Touch 8 mm
87938,Women's Ring Universe Mercury
100438,Adore Sassy 8 mm
98799,Men's Ring Elegant Reflection 4 mm
93136,Classic Power 3mm
106512,Women's Ring Precious Love 6 mm
110431,GLAMIRA Men's Pendant Loic
96102,Men's Ring Alluring Breath 4 mm
90199,GLAMIRA Pendant O
101669,GLAMIRA Kids Earring Colbie
104388,GLAMIRA Men's Earring Bricius
98516,GLAMIRA Nose Pin Lilibeth
99493,Men's Ring Infinite Wake 6 mm
111260,Wedding Ring Confident Image 8 mm
90756,GLAMIRA Men's Ring Philemon
106385,Men's Ring Infinite Fame 6 mm
104862,Immortal Shine 8 mm
108959,Wedding Ring Essential Light 6 mm
101322,GLAMIRA Men's Ring Arturas
96613,GLAMIRA Ring Bolagna
93463,Men's Ring Classic Day 2 mm
99032,Men's Ring Amazing Trust 6 mm
95334,Women's Ring Heavenly Sparkle
95003,White Snowflake 10mm
103973,GLAMIRA Earring Alorna
107332,Bright Set 10 mm
90509,Women's Ring Immortal Heart Basic
105485,Wedding Ring Sensual Glorious 5 mm
91354,Women's Ring Ceramic Cross
100683,GLAMIRA Kids Earring Polvorones
95559,Engagement Ring Venetus
